"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested with Scores","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage Near Standard","Area 4 Percentage Below Standard"
"41","69039","6044804",,2016,94,"B",17,"17",17,5,"1",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,94,"B",17,"17",17,13,"1",17,"17","","29","24","53","35","12","17","18","59","24","41","29","29","18","76","6","35","65","0"
"41","69039","6044804",,2016,94,"B",17,"17",17,13,"2",17,"17","","24","35","59","29","12","17","47","29","24","29","53","18","24","53","24","0","0","0"
"41","69039","6044804",,2016,99,"B",216,"209",209,3,"1",83,"80","2417.9","13","24","36","45","19","80","9","49","43","11","64","25","16","69","15","21","63","16"
"41","69039","6044804",,2016,99,"B",216,"211",211,3,"2",83,"81","2425.2","10","33","43","33","23","81","21","53","26","15","56","30","19","68","14","0","0","0"
"41","69039","6044804",,2016,99,"B",216,"211",211,4,"2",62,"59","2476.7","24","22","46","32","22","59","36","29","36","25","49","25","25","51","24","0","0","0"
"41","69039","6044804",,2016,99,"B",216,"209",209,4,"1",62,"59","2469.0","27","29","56","14","31","59","24","49","27","31","41","29","17","71","12","29","49","22"
"41","69039","6044804",,2016,99,"B",216,"209",209,5,"1",71,"70","2471.7","7","29","36","29","36","70","11","40","49","17","56","27","6","70","24","17","64","19"
"41","69039","6044804",,2016,99,"B",216,"211",211,5,"2",71,"71","2475.2","4","23","27","34","39","71","10","39","51","3","44","54","6","54","41","0","0","0"
"41","69039","6044804",,2016,99,"B",216,"211",211,13,"2",216,"211","","12","27","38","33","28","211","21","42","37","14","50","36","16","58","26","0","0","0"
"41","69039","6044804",,2016,99,"B",216,"209",209,13,"1",216,"209","","15","27","42","31","28","209","14","46","40","19","55","27","13","70","17","22","59","19"
"41","69039","6044804",,2016,111,"B",58,"58",58,3,"1",24,"24","2430.0","21","25","46","33","21","24","17","46","38","13","63","25","21","63","17","33","46","21"
"41","69039","6044804",,2016,111,"B",58,"58",58,3,"2",24,"24","2438.9","17","38","54","25","21","24","29","46","25","29","46","25","21","71","8","0","0","0"
"41","69039","6044804",,2016,111,"B",58,"58",58,4,"2",16,"16","2488.3","31","13","44","31","25","16","38","25","38","25","56","19","31","44","25","0","0","0"
"41","69039","6044804",,2016,111,"B",58,"58",58,4,"1",16,"16","2465.7","25","19","44","19","38","16","25","38","38","19","44","38","19","69","13","25","56","19"
"41","69039","6044804",,2016,111,"B",58,"58",58,5,"1",18,"18","2459.5","6","22","28","28","44","18","6","39","56","11","56","33","0","83","17","11","67","22"
"41","69039","6044804",,2016,111,"B",58,"58",58,5,"2",18,"18","2467.8","6","17","22","39","39","18","6","44","50","0","39","61","11","39","50","0","0","0"
"41","69039","6044804",,2016,111,"B",58,"58",58,13,"2",58,"58","","17","24","41","31","28","58","24","40","36","19","47","34","21","53","26","0","0","0"
"41","69039","6044804",,2016,111,"B",58,"58",58,13,"1",58,"58","","17","22","40","28","33","58","16","41","43","14","55","31","14","71","16","24","55","21"
"41","69039","6044804",,2016,120,"B",2,"0",0,3,"1",1,"0","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,120,"B",2,"2",2,3,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,120,"B",2,"2",2,5,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,120,"B",2,"0",0,5,"1",1,"0","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,120,"B",2,"0",0,13,"1",2,"0","","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,120,"B",2,"2",2,13,"2",2,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,121,"B",24,"22",22,3,"1",6,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,121,"B",24,"23",23,3,"2",6,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,121,"B",24,"23",23,4,"2",11,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,121,"B",24,"22",22,4,"1",11,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,121,"B",24,"22",22,5,"1",7,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,121,"B",24,"23",23,5,"2",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,121,"B",24,"23",23,13,"2",24,"23","","9","4","13","43","43","23","13","35","52","4","48","48","13","48","39","0","0","0"
"41","69039","6044804",,2016,121,"B",24,"22",22,13,"1",24,"22","","5","14","18","23","59","22","5","18","77","14","50","36","0","64","36","9","55","36"
"41","69039","6044804",,2016,128,"B",17,"17",17,3,"2",6,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,128,"B",17,"17",17,3,"1",6,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,128,"B",17,"17",17,4,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,128,"B",17,"17",17,4,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,128,"B",17,"17",17,5,"2",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,128,"B",17,"17",17,5,"1",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,128,"B",17,"17",17,13,"1",17,"17","","0","6","6","35","59","17","0","41","59","0","41","59","0","59","41","6","59","35"
"41","69039","6044804",,2016,128,"B",17,"17",17,13,"2",17,"17","","6","6","12","29","59","17","12","6","82","0","41","59","6","24","71","0","0","0"
"41","69039","6044804",,2016,142,"B",85,"83",83,3,"2",36,"35","2388.4","0","9","9","49","43","35","3","51","46","0","46","54","3","80","17","0","0","0"
"41","69039","6044804",,2016,142,"B",85,"83",83,3,"1",36,"35","2384.0","0","9","9","60","31","35","0","37","63","0","69","31","9","71","20","6","71","23"
"41","69039","6044804",,2016,142,"B",85,"83",83,4,"1",24,"23","2377.5","4","9","13","9","78","23","0","35","65","9","30","61","4","65","30","4","35","61"
"41","69039","6044804",,2016,142,"B",85,"83",83,4,"2",24,"23","2408.4","0","13","13","30","57","23","13","17","70","4","30","65","0","43","57","0","0","0"
"41","69039","6044804",,2016,142,"B",85,"83",83,5,"2",25,"25","2425.5","0","4","4","20","76","25","0","12","88","4","12","84","0","24","76","0","0","0"
"41","69039","6044804",,2016,142,"B",85,"83",83,5,"1",25,"25","2417.5","0","8","8","24","68","25","0","28","72","4","40","56","4","44","52","4","60","36"
"41","69039","6044804",,2016,142,"B",85,"83",83,13,"1",85,"83","","1","8","10","35","55","83","0","34","66","4","49","47","6","61","33","5","58","37"
"41","69039","6044804",,2016,142,"B",85,"83",83,13,"2",85,"83","","0","8","8","35","57","83","5","30","65","2","31","66","1","53","46","0","0","0"
"41","69039","6044804",,2016,144,"B",15,"15",15,3,"2",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,144,"B",15,"15",15,3,"1",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,144,"B",15,"15",15,4,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,144,"B",15,"15",15,4,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,144,"B",15,"15",15,5,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,144,"B",15,"15",15,5,"1",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,144,"B",15,"15",15,13,"1",15,"15","","40","33","73","13","13","15","40","33","27","33","60","7","20","73","7","53","47","0"
"41","69039","6044804",,2016,144,"B",15,"15",15,13,"2",15,"15","","47","20","67","27","7","15","47","40","13","27","67","7","60","27","13","0","0","0"
"41","69039","6044804",,2016,160,"B",87,"83",83,3,"1",37,"35","2384.0","0","9","9","60","31","35","0","37","63","0","69","31","9","71","20","6","71","23"
"41","69039","6044804",,2016,160,"B",87,"85",85,3,"2",37,"36","2387.6","0","8","8","47","44","36","3","50","47","0","44","56","3","78","19","0","0","0"
"41","69039","6044804",,2016,160,"B",87,"85",85,4,"2",24,"23","2408.4","0","13","13","30","57","23","13","17","70","4","30","65","0","43","57","0","0","0"
"41","69039","6044804",,2016,160,"B",87,"83",83,4,"1",24,"23","2377.5","4","9","13","9","78","23","0","35","65","9","30","61","4","65","30","4","35","61"
"41","69039","6044804",,2016,160,"B",87,"83",83,5,"1",26,"25","2417.5","0","8","8","24","68","25","0","28","72","4","40","56","4","44","52","4","60","36"
"41","69039","6044804",,2016,160,"B",87,"85",85,5,"2",26,"26","2422.1","0","4","4","19","77","26","0","12","88","4","12","85","0","23","77","0","0","0"
"41","69039","6044804",,2016,160,"B",87,"85",85,13,"2",87,"85","","0","8","8","34","58","85","5","29","66","2","31","67","1","52","47","0","0","0"
"41","69039","6044804",,2016,160,"B",87,"83",83,13,"1",87,"83","","1","8","10","35","55","83","0","34","66","4","49","47","6","61","33","5","58","37"
"41","69039","6044804",,2016,180,"B",80,"77",77,3,"2",32,"31","2437.4","13","48","61","23","16","31","29","48","23","19","61","19","32","48","19","0","0","0"
"41","69039","6044804",,2016,180,"B",80,"77",77,3,"1",32,"31","2426.4","19","29","48","29","23","31","16","45","39","19","58","23","19","58","23","29","55","16"
"41","69039","6044804",,2016,180,"B",80,"77",77,4,"1",21,"19","2529.7","47","32","79","21","0","19","42","58","0","53","42","5","32","63","5","37","58","5"
"41","69039","6044804",,2016,180,"B",80,"77",77,4,"2",21,"19","2520.6","53","5","58","32","11","19","53","21","26","53","47","0","37","53","11","0","0","0"
"41","69039","6044804",,2016,180,"B",80,"77",77,5,"2",27,"27","2470.1","4","15","19","44","37","27","7","37","56","0","44","56","4","52","44","0","0","0"
"41","69039","6044804",,2016,180,"B",80,"77",77,5,"1",27,"27","2458.9","4","30","33","26","41","27","4","41","56","15","48","37","4","78","19","11","70","19"
"41","69039","6044804",,2016,180,"B",80,"77",77,13,"1",80,"77","","21","30","51","26","23","77","18","47","35","26","51","23","17","66","17","25","61","14"
"41","69039","6044804",,2016,180,"B",80,"77",77,13,"2",80,"77","","19","26","45","32","22","77","27","38","35","21","52","27","23","51","26","0","0","0"
"41","69039","6044804",,2016,200,"B",3,"2",2,3,"2",1,"0","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,200,"B",3,"2",2,3,"1",1,"0","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,200,"B",3,"2",2,5,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,200,"B",3,"2",2,5,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,200,"B",3,"2",2,13,"2",3,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,200,"B",3,"2",2,13,"1",3,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,201,"B",1,"1",1,5,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,201,"B",1,"1",1,5,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,201,"B",1,"1",1,13,"2",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,201,"B",1,"1",1,13,"1",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,202,"B",6,"6",6,3,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,202,"B",6,"6",6,3,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,202,"B",6,"6",6,4,"1",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,202,"B",6,"6",6,4,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,202,"B",6,"6",6,5,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,202,"B",6,"6",6,5,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,202,"B",6,"6",6,13,"1",6,"6","","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,202,"B",6,"6",6,13,"2",6,"6","","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,203,"B",4,"3",3,3,"2",3,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,203,"B",4,"3",3,3,"1",3,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,203,"B",4,"3",3,4,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,203,"B",4,"3",3,4,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,203,"B",4,"3",3,13,"2",4,"3","","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,203,"B",4,"3",3,13,"1",4,"3","","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,204,"B",130,"128",128,3,"2",48,"48","2412.3","4","27","31","42","27","48","15","52","33","8","56","35","8","77","15","0","0","0"
"41","69039","6044804",,2016,204,"B",130,"126",126,3,"1",48,"47","2401.9","2","23","26","55","19","47","2","49","49","4","72","23","13","70","17","13","72","15"
"41","69039","6044804",,2016,204,"B",130,"126",126,4,"1",37,"35","2449.0","23","26","49","14","37","35","23","49","29","20","46","34","14","71","14","29","43","29"
"41","69039","6044804",,2016,204,"B",130,"128",128,4,"2",37,"35","2452.7","14","23","37","31","31","35","29","29","43","14","49","37","20","46","34","0","0","0"
"41","69039","6044804",,2016,204,"B",130,"128",128,5,"2",45,"45","2468.7","4","16","20","36","44","45","11","29","60","4","40","56","2","51","47","0","0","0"
"41","69039","6044804",,2016,204,"B",130,"126",126,5,"1",45,"44","2464.8","9","18","27","36","36","44","14","39","48","18","50","32","7","61","32","18","61","20"
"41","69039","6044804",,2016,204,"B",130,"126",126,13,"1",130,"126","","10","22","33","37","30","126","12","45","43","13","57","29","11","67","21","19","60","21"
"41","69039","6044804",,2016,204,"B",130,"128",128,13,"2",130,"128","","7","22","29","37","34","128","17","38","45","9","48","43","9","59","31","0","0","0"
"41","69039","6044804",,2016,205,"B",12,"11",11,3,"1",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,205,"B",12,"11",11,3,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,205,"B",12,"11",11,4,"2",5,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,205,"B",12,"11",11,4,"1",5,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,205,"B",12,"11",11,5,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,205,"B",12,"11",11,5,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,205,"B",12,"11",11,13,"2",12,"11","","9","55","64","36","0","11","27","55","18","18","82","0","18","73","9","0","0","0"
"41","69039","6044804",,2016,205,"B",12,"11",11,13,"1",12,"11","","9","36","45","36","18","11","0","73","27","27","55","18","0","100","0","18","73","9"
"41","69039","6044804",,2016,206,"B",13,"13",13,3,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,206,"B",13,"13",13,3,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,206,"B",13,"13",13,4,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,206,"B",13,"13",13,4,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,206,"B",13,"13",13,5,"2",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,206,"B",13,"13",13,5,"1",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,206,"B",13,"13",13,13,"1",13,"13","","23","23","46","15","38","13","23","31","46","31","23","46","23","54","23","8","69","23"
"41","69039","6044804",,2016,206,"B",13,"13",13,13,"2",13,"13","","23","8","31","15","54","13","23","15","62","23","15","62","15","31","54","0","0","0"
"41","69039","6044804",,2016,207,"B",6,"6",6,3,"1",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,207,"B",6,"6",6,3,"2",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,207,"B",6,"6",6,5,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,207,"B",6,"6",6,5,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044804",,2016,207,"B",6,"6",6,13,"1",6,"6","","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
